Brand_Name,Total_Spend_Sum,Total_Spend_Mean,Purchase_Count,Quantity_Sum,Quantity_Mean,Price_Mean,Price_Max,Top_Category,Category_Diversity,Spending_Concentration,"Arts, Crafts & Sewing",Automotive,Baby Products,Beauty & Personal Care,Cell Phones & Accessories,"Clothing, Shoes & Jewelry",Electronics,Grocery & Gourmet Food,Health & Household,Hobbies,Home & Kitchen,Industrial & Scientific,Movies & TV,Musical Instruments,Office Products,"Patio, Lawn & Garden",Pet Supplies,Remote & App Controlled Vehicle Parts,Remote & App Controlled Vehicles & Parts,Sports & Outdoors,Tools & Home Improvement,Toys & Games,Unknown,Video Games,Cluster,PCA1,PCA2
Dragon,184.47,18.45,10,10.0,1.0,18.45,44.79,Toys & Games,2,0.7721580744832374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.44,42.03,0.0,0,1.0861371351045543,-1.1419034861501234
Dragon's,83.66,83.66,1,1.0,1.0,83.66,83.66,Toys & Games,1,0.9999999999988046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.66,0.0,0.0,0,-0.3708870246836,0.8632818290813105
Dragonball,13.99,13.99,1,1.0,1.0,13.99,13.99,Toys & Games,1,0.999999999992852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,0.0,0.0,0,-0.9951909886891603,-0.3144135005227846
Drakon,26.99,26.99,1,1.0,1.0,26.99,26.99,Toys & Games,1,0.999999999996295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.99,0.0,0.0,0,-0.8786996504970556,-0.09466268546506898
Drama,22.13,22.13,1,1.0,1.0,22.13,22.13,Toys & Games,1,0.9999999999954813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.13,0.0,0.0,0,-0.9222494892372309,-0.17681568247831886
Dream,152.97,38.24,4,4.0,1.0,38.24,61.2,Baby Products,2,0.5424593057458701,0.0,0.0,82.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.99000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9865884319669288,-0.7923424033313925
DreamWorks,46.98,15.66,3,3.0,1.0,15.66,17.99,Toys & Games,1,0.9999999999978714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98,0.0,0.0,0,-0.755984981347023,-0.3486406438680295
Dreamworks,126.58,18.08,7,7.0,1.0,18.08,24.99,Toys & Games,4,0.3605624901245374,0.0,0.0,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.64,37.959999999999994,0.0,0,2.1349340259680627,-2.2456902731043087
Dremel,6.96,6.96,1,1.0,1.0,6.96,6.96,Tools & Home Improvement,1,0.9999999999856322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,0,-1.049043583316388,-0.3967502138577474
Dress,57.99,29.0,2,2.0,1.0,29.0,48.0,"Clothing, Shoes & Jewelry",1,0.9999999999982755,0.0,0.0,0.0,0.0,0.0,57.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.6144975843846315,-0.11682565344492671
Drift,33.48,33.48,1,1.0,1.0,33.48,33.48,Toys & Games,1,0.9999999999970131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.48,0.0,0.0,0,-0.820543590121283,0.015043682973941423
Driveway,29.04,29.04,1,1.0,1.0,29.04,29.04,Sports & Outdoors,1,0.9999999999965565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.04,0.0,0.0,0.0,0.0,0,-0.8749093332809126,-0.024248768371787913
Du-Bro,19.79,6.6,3,3.0,1.0,6.6,7.76,Toys & Games,1,0.999999999994947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,0.0,0.0,0,-0.8869467887705204,-0.5096788836664372
Duck,59.99,59.99,1,1.0,1.0,59.99,59.99,"Clothing, Shoes & Jewelry",1,0.999999999998333,0.0,0.0,0.0,0.0,0.0,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.5279955644753547,0.3627842661268853
Duck-A-Roo!,4.69,4.69,1,1.0,1.0,4.69,4.69,Toys & Games,1,0.9999999999786781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0,-1.078527099840901,-0.4716198528490034
Dukono,283.48,283.48,1,1.0,1.0,283.48,283.48,Toys & Games,1,0.9999999999996473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.48,0.0,0.0,2,1.4196744521239244,4.241020895537093
Duncan,31.06,6.21,5,5.0,1.0,6.21,13.79,Toys & Games,1,0.9999999999967805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.060000000000002,0.0,0.0,0,-0.7061888450232608,-0.5663450187982608
Dungeon,135.3,33.83,4,4.0,1.0,33.83,44.32,Toys & Games,1,0.999999999999261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.3,0.0,0.0,0,-0.3223614956661137,-0.03542360757198397
Dungeons,59.0,29.5,2,2.0,1.0,29.5,47.01,Toys & Games,1,0.999999999998305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0,-0.6657541191065994,-0.017066685102330958
Duratrax,41.9,20.95,2,2.0,1.0,20.95,37.99,Tools & Home Improvement,2,0.9066825775634684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,37.99,0.0,0.0,0,-0.20153743513500677,-0.5612803567083713
Dynacraft,149.99,149.99,1,1.0,1.0,149.99,149.99,Sports & Outdoors,1,0.9999999999993334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.99,0.0,0.0,0.0,0.0,0,0.14818546324167123,2.169221201722048
Dynamite,593.65,59.36,10,10.0,1.0,59.36,149.99,Toys & Games,5,0.3811336646171344,0.0,0.0,0.0,0.0,0.0,9.48,0.0,0.0,0.0,77.93,149.99,0.0,0.0,0.0,0.0,0.0,0.0,129.99,0.0,0.0,0.0,226.26,0.0,0.0,0,5.526172737843626,-1.1061129313257725
E-flite,834.74,37.94,22,22.0,1.0,37.94,149.99,Toys & Games,3,0.573244363514319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.24,0.0,0.0,0.0,478.51,0.0,0.0,0,6.532351257348123,-1.4982785141454553
ECR4Kids,520.57,104.11,5,5.0,1.0,104.11,313.25,Toys & Games,4,0.6017442418885832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,49.99,0.0,0.0,313.25,0.0,0.0,0.0,0.0,0.0,0.0,117.34,0.0,0.0,0,3.51952372476024,1.1475908759302935
ED,174.99,87.5,2,2.0,1.0,87.5,150.0,Home & Kitchen,1,0.9999999999994286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08031639306617756,1.5732563650126385
EDX,59.99,30.0,2,2.0,1.0,30.0,32.99,Toys & Games,1,0.999999999998333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99,0.0,0.0,0,-0.6979134955303964,-0.06525753719653789
EMD,217.21,108.6,2,2.0,1.0,108.6,154.92,Toys & Games,1,0.9999999999995397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.20999999999998,0.0,0.0,0,0.32212717497735577,1.4470742451984253
EPIKGO,199.0,199.0,1,1.0,1.0,199.0,199.0,Sports & Outdoors,1,0.9999999999994975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0,0.5627524411477084,3.058034457068415
ERTL,138.77,46.26,3,3.0,1.0,46.26,72.99,Toys & Games,1,0.9999999999992795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.76999999999998,0.0,0.0,0,-0.26039870871133397,0.27515099652113206
ETA,62.0,15.5,4,4.0,1.0,15.5,23.11,Toys & Games,1,0.9999999999983871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0,-0.6357933632772184,-0.36658332878354655
EVAN-MOOR,20.46,10.23,2,2.0,1.0,10.23,12.64,Toys & Games,1,0.9999999999951125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46,0.0,0.0,0,-0.9275067400420983,-0.40532965158814377
Eaglemoss,167.89,20.99,8,8.0,1.0,20.99,46.41,Toys & Games,2,0.5282029900526963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.67999999999999,79.21,0.0,0,1.4202922438231986,-1.4365121416263078
Earth,111.11,27.78,4,4.0,1.0,27.78,49.17,Home & Kitchen,2,0.8093780937802093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.18,0.0,0.0,0,0.2799943011957221,-0.4280078864293838
EastPoint,199.0,199.0,1,1.0,1.0,199.0,199.0,Sports & Outdoors,1,0.9999999999994975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0,0.5627524411477084,3.058034457068415
Easter,9.81,9.81,1,1.0,1.0,9.81,9.81,Toys & Games,1,0.9999999999898063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0,-1.0326474343512817,-0.3850718395208645
Eastern,24.53,24.53,1,1.0,1.0,24.53,24.53,Toys & Games,1,0.9999999999959235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.53,0.0,0.0,0,-0.9007433960322627,-0.13624630123715367
Easy,136.51,19.5,7,7.0,1.0,19.5,31.11,Toys & Games,1,0.9999999999992676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.51,0.0,0.0,0,-0.2016312926403268,-0.3863740727180779
EasyGoProducts,28.11,28.11,1,1.0,1.0,28.11,28.11,Toys & Games,1,0.9999999999964426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.11,0.0,0.0,0,-0.8686634736679879,-0.07573030755260392
Eat,8.69,8.69,1,1.0,1.0,8.69,8.69,Toys & Games,1,0.9999999999884925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69,0.0,0.0,0,-1.0426836111787108,-0.40400421743489284
Ecos:,45.76,45.76,1,1.0,1.0,45.76,45.76,Toys & Games,1,0.9999999999978146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.76,0.0,0.0,0,-0.7105040798871431,0.22262368365594454
Edge,6.96,6.96,1,1.0,1.0,6.96,6.96,Baby Products,1,0.9999999999856322,0.0,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0457622545368233,-0.44557414965345554
Edu-Toys,49.98,24.99,2,2.0,1.0,24.99,26.99,Toys & Games,1,0.9999999999979992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.0,0.0,0,-0.7582770521167411,-0.15472913784850903
Educa,15.99,15.99,1,1.0,1.0,15.99,15.99,Toys & Games,1,0.9999999999937461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.99,0.0,0.0,0,-0.9772692443524257,-0.2806056828211092
Education,19.2,9.6,2,2.0,1.0,9.6,15.03,Toys & Games,1,0.9999999999947917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0,-0.9268923221877857,-0.4042946630692007
Educational,551.88,26.28,21,21.0,1.0,26.28,89.0,Toys & Games,3,0.8921685873739051,0.0,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.269999999999996,0.0,0.0,0.0,0.0,0.0,0.0,492.37,0.0,0.0,0,3.0270791706272417,-1.2866717322892574
Edupress,131.54,13.15,10,10.0,1.0,13.15,19.95,Toys & Games,1,0.9999999999992398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.54,0.0,0.0,0,-0.06136405241448766,-0.628191991017434
Edushape,557.95,37.2,15,15.0,1.0,37.2,135.63,Toys & Games,2,0.7354243211756007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.33000000000004,147.62,0.0,0,3.199542615934691,-0.9500694736576946
Edvotek,349.41,349.41,1,1.0,1.0,349.41,349.41,Office Products,1,0.9999999999997138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.901662748449026,5.774127204057338
Eichhorn,39.99,39.99,1,1.0,1.0,39.99,39.99,Toys & Games,1,0.9999999999974993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,0.0,0.0,0,-0.7622083123018047,0.1250881295896459
Eitech,43.52,43.52,1,1.0,1.0,43.52,43.52,Toys & Games,1,0.9999999999977022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.52,0.0,0.0,0,-0.7305764335455353,0.18475892783125966
Electronic,99.95,99.95,1,1.0,1.0,99.95,99.95,Toys & Games,1,0.9999999999989995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95,0.0,0.0,0,-0.22491441705093473,1.138646504251957
Elegant,29.83,29.83,1,1.0,1.0,29.83,29.83,Toys & Games,1,0.9999999999966477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.83,0.0,0.0,0,-0.8532507735376037,-0.04665558432991886
Element,35.0,35.0,1,1.0,1.0,35.0,35.0,"Clothing, Shoes & Jewelry",1,0.9999999999971428,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.7748371225064421,-0.017828326838777577
Elena,32.76,10.92,3,3.0,1.0,10.92,14.99,Toys & Games,2,0.5424297924281366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77,14.99,0.0,0,0.31607196772561474,-1.3613241246267853
Elenco,193.95,21.55,9,9.0,1.0,21.55,34.95,Toys & Games,3,0.8014436710488264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,155.44,0.0,0.0,0,1.2937474362988741,-1.1373271364356494
Elf,72.75,24.25,3,3.0,1.0,24.25,32.86,Toys & Games,1,0.9999999999986254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.75,0.0,0.0,0,-0.6183440035189656,-0.17575530659226546
Elise,30.0,30.0,1,1.0,1.0,30.0,30.0,Toys & Games,1,0.9999999999966668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0,-0.8517274252689012,-0.0437819198253527
Elmer's,17.43,8.72,2,2.0,1.0,8.72,13.99,Toys & Games,1,0.9999999999942628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43,0.0,0.0,0,-0.9374891359822368,-0.419958105242543
Elmer’S,29.99,29.99,1,1.0,1.0,29.99,29.99,Toys & Games,1,0.9999999999966657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,0,-0.8518170339905896,-0.04395095891385657
Elmer’s,52.63,26.32,2,2.0,1.0,26.32,37.68,"Arts, Crafts & Sewing",1,0.9999999999981,52.629999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.436504109394079,-0.438235200848126
Elmo,30.84,30.84,1,1.0,1.0,30.84,30.84,Toys & Games,1,0.9999999999967575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.84,0.0,0.0,0,-0.8442002926470723,-0.02958263639103075
Emissary,1113.86,278.47,4,4.0,1.0,278.47,389.31,Home & Kitchen,1,0.9999999999999102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.8600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.76505833286308,7.322027236174839
Emoji,37.45,37.45,1,1.0,1.0,37.45,37.45,Home & Kitchen,1,0.9999999999973297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.7936459620991484,0.17278653046800943
Emon,82.6,82.6,1,1.0,1.0,82.6,82.6,Toys & Games,1,0.9999999999987893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6,0.0,0.0,0,-0.3803855491827139,0.8453636857000372
Emotis,6.4,6.4,1,1.0,1.0,6.4,6.4,Toys & Games,1,0.999999999984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0,-1.0632040084399244,-0.44271416870745856
Empire,10.49,10.49,1,1.0,1.0,10.49,10.49,Toys & Games,1,0.9999999999904671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49,0.0,0.0,0,-1.0265540412772933,-0.3735771815018165
Enchantimals,125.84,17.98,7,7.0,1.0,17.98,37.4,Toys & Games,1,0.9999999999992053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.84,0.0,0.0,0,-0.21844496454203977,-0.3832270811708768
Energen,49.99,49.99,1,1.0,1.0,49.99,49.99,Toys & Games,1,0.9999999999979996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.0,0.0,0,-0.6725995906125515,0.2941272180927015
Enesco,33.73,16.87,2,2.0,1.0,16.87,23.73,Toys & Games,2,0.7035280166003453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.73,0.0,0,0.1057881596972355,-1.0151258943185053
Engino,189.99,189.99,1,1.0,1.0,189.99,189.99,Toys & Games,1,0.9999999999994738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.99,0.0,0.0,0,0.5819225130447658,2.660674457128066
Entertaining,64.49,16.12,4,4.0,1.0,16.12,19.18,Toys & Games,2,0.7025895487661612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.31,19.18,0.0,0,0.28981913633576184,-1.1055574812287154
Entertainment,106.99,10.7,10,10.0,1.0,10.7,15.51,Toys & Games,2,0.5206094027474337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7,51.29,0.0,0,1.1735675995896249,-1.727101668468662
Environmental,111.3,111.3,1,1.0,1.0,111.3,111.3,"Patio, Lawn & Garden",1,0.9999999999991015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5699420589534357,1.103571095044481
Epic,258.6,64.65,4,4.0,1.0,64.65,89.99,Sports & Outdoors,2,0.9008894044853438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.97,0.0,25.63,0.0,0.0,0,0.681039528341619,0.42283213656555874
Ergo,78.57,78.57,1,1.0,1.0,78.57,78.57,Home & Kitchen,1,0.9999999999987272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4347022592105502,0.9673915140127587
Ergobaby,30.0,30.0,1,1.0,1.0,30.0,30.0,Baby Products,1,0.9999999999966668,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.7981771429834268,-0.09691196251421381
Eric,25.75,12.88,2,2.0,1.0,12.88,19.6,Toys & Games,1,0.9999999999961166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,0.0,0.0,0,-0.885706284356722,-0.3432112198718792
Ertl,173.53,43.38,4,4.0,1.0,43.38,85.99,Toys & Games,2,0.809888780037567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.54,32.99,0.0,0,0.7558641174387525,-0.36140455946180694
Escape,22.49,22.49,1,1.0,1.0,22.49,22.49,Toys & Games,1,0.9999999999955537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.49,0.0,0.0,0,-0.9190235752564943,-0.17073027529213605
Esdevium,17.7,17.7,1,1.0,1.0,17.7,17.7,Toys & Games,1,0.9999999999943504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0,-0.9619461529442923,-0.25169999868639137
Essential,55.99,55.99,1,1.0,1.0,55.99,55.99,Home & Kitchen,1,0.999999999998214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.631807045476096,0.5310544389051124
